tweet_id,text,user_id
1163018632495919104,'RT @100rabh_77: @TheEconomist #BindasBol के माध्यम से जनता की आवाज को जन जन तक पहुंचाकर\nराष्ट्र निर्माण में Sudarshan News Channel ने अत्यं…'),BaradKirti
1163019452411252737,"""RT @HerbertduPlessi: @TheEconomist Surely this can't be true. They have the land",LucidualLady
1163021070246526976,'@TheEconomist The Economist surprisingly silent on what happened in 1948 in Hyderbad'),TheJosephH
1163069380684443648,'@azcentral The Secret Hideout Show'),hideout_show
1163069380684443648,'@azcentral The Secret Hideout Show'),hideout_show
1163069380684443648,'@azcentral The Secret Hideout Show'),hideout_show
1163071986240774146,'RT @idnac4u: @thehill Confirms what we’ve said all along:\n@realDonaldTrump has to PAY people to come see him.\nHow pathetic. \n\n#EmptySeatMAG…'),susfromCT
1163071986240774146,'RT @idnac4u: @thehill Confirms what we’ve said all along:\n@realDonaldTrump has to PAY people to come see him.\nHow pathetic. \n\n#EmptySeatMAG…'),susfromCT
1163071986240774146,'RT @idnac4u: @thehill Confirms what we’ve said all along:\n@realDonaldTrump has to PAY people to come see him.\nHow pathetic. \n\n#EmptySeatMAG…'),susfromCT
1163071986240774146,'RT @idnac4u: @thehill Confirms what we’ve said all along:\n@realDonaldTrump has to PAY people to come see him.\nHow pathetic. \n\n#EmptySeatMAG…'),susfromCT
1163071986240774146,'RT @idnac4u: @thehill Confirms what we’ve said all along:\n@realDonaldTrump has to PAY people to come see him.\nHow pathetic. \n\n#EmptySeatMAG…'),susfromCT
1163071986240774146,'RT @idnac4u: @thehill Confirms what we’ve said all along:\n@realDonaldTrump has to PAY people to come see him.\nHow pathetic. \n\n#EmptySeatMAG…'),susfromCT
1163071986240774146,'RT @idnac4u: @thehill Confirms what we’ve said all along:\n@realDonaldTrump has to PAY people to come see him.\nHow pathetic. \n\n#EmptySeatMAG…'),susfromCT
1163071986240774146,'RT @idnac4u: @thehill Confirms what we’ve said all along:\n@realDonaldTrump has to PAY people to come see him.\nHow pathetic. \n\n#EmptySeatMAG…'),susfromCT
1163071986240774146,'RT @idnac4u: @thehill Confirms what we’ve said all along:\n@realDonaldTrump has to PAY people to come see him.\nHow pathetic. \n\n#EmptySeatMAG…'),susfromCT
1163071986240774146,'RT @idnac4u: @thehill Confirms what we’ve said all along:\n@realDonaldTrump has to PAY people to come see him.\nHow pathetic. \n\n#EmptySeatMAG…'),susfromCT
1163071986240774146,'RT @idnac4u: @thehill Confirms what we’ve said all along:\n@realDonaldTrump has to PAY people to come see him.\nHow pathetic. \n\n#EmptySeatMAG…'),susfromCT
1163071986240774146,'RT @idnac4u: @thehill Confirms what we’ve said all along:\n@realDonaldTrump has to PAY people to come see him.\nHow pathetic. \n\n#EmptySeatMAG…'),susfromCT
1163071986240774146,'RT @idnac4u: @thehill Confirms what we’ve said all along:\n@realDonaldTrump has to PAY people to come see him.\nHow pathetic. \n\n#EmptySeatMAG…'),susfromCT
1163071986240774146,'RT @idnac4u: @thehill Confirms what we’ve said all along:\n@realDonaldTrump has to PAY people to come see him.\nHow pathetic. \n\n#EmptySeatMAG…'),susfromCT
1163071986240774146,'RT @idnac4u: @thehill Confirms what we’ve said all along:\n@realDonaldTrump has to PAY people to come see him.\nHow pathetic. \n\n#EmptySeatMAG…'),susfromCT
1163071986240774146,'RT @idnac4u: @thehill Confirms what we’ve said all along:\n@realDonaldTrump has to PAY people to come see him.\nHow pathetic. \n\n#EmptySeatMAG…'),susfromCT
1163071986240774146,'RT @idnac4u: @thehill Confirms what we’ve said all along:\n@realDonaldTrump has to PAY people to come see him.\nHow pathetic. \n\n#EmptySeatMAG…'),susfromCT
1163071986240774146,'RT @idnac4u: @thehill Confirms what we’ve said all along:\n@realDonaldTrump has to PAY people to come see him.\nHow pathetic. \n\n#EmptySeatMAG…'),susfromCT
1163071986240774146,'RT @idnac4u: @thehill Confirms what we’ve said all along:\n@realDonaldTrump has to PAY people to come see him.\nHow pathetic. \n\n#EmptySeatMAG…'),susfromCT
1163071986240774146,'RT @idnac4u: @thehill Confirms what we’ve said all along:\n@realDonaldTrump has to PAY people to come see him.\nHow pathetic. \n\n#EmptySeatMAG…'),susfromCT
1163071986240774146,'RT @idnac4u: @thehill Confirms what we’ve said all along:\n@realDonaldTrump has to PAY people to come see him.\nHow pathetic. \n\n#EmptySeatMAG…'),susfromCT
1163072110459334656,"'@thehill Did you all know that Unborn babies are treated as patients by doctors even though the "" Pro-Choice "" crow… https://t.co/m4BZyB562f')",BuzzwordHit
1163072110459334656,"'@thehill Did you all know that Unborn babies are treated as patients by doctors even though the "" Pro-Choice "" crow… https://t.co/m4BZyB562f')",BuzzwordHit
1163072110459334656,"'@thehill Did you all know that Unborn babies are treated as patients by doctors even though the "" Pro-Choice "" crow… https://t.co/m4BZyB562f')",BuzzwordHit
1163072110459334656,"'@thehill Did you all know that Unborn babies are treated as patients by doctors even though the "" Pro-Choice "" crow… https://t.co/m4BZyB562f')",BuzzwordHit
1163072110459334656,"'@thehill Did you all know that Unborn babies are treated as patients by doctors even though the "" Pro-Choice "" crow… https://t.co/m4BZyB562f')",BuzzwordHit
1163072110459334656,"'@thehill Did you all know that Unborn babies are treated as patients by doctors even though the "" Pro-Choice "" crow… https://t.co/m4BZyB562f')",BuzzwordHit
1163072110459334656,"'@thehill Did you all know that Unborn babies are treated as patients by doctors even though the "" Pro-Choice "" crow… https://t.co/m4BZyB562f')",BuzzwordHit
1163072110459334656,"'@thehill Did you all know that Unborn babies are treated as patients by doctors even though the "" Pro-Choice "" crow… https://t.co/m4BZyB562f')",BuzzwordHit
1163072110459334656,"'@thehill Did you all know that Unborn babies are treated as patients by doctors even though the "" Pro-Choice "" crow… https://t.co/m4BZyB562f')",BuzzwordHit
1163072110459334656,"'@thehill Did you all know that Unborn babies are treated as patients by doctors even though the "" Pro-Choice "" crow… https://t.co/m4BZyB562f')",BuzzwordHit
1163072110459334656,"'@thehill Did you all know that Unborn babies are treated as patients by doctors even though the "" Pro-Choice "" crow… https://t.co/m4BZyB562f')",BuzzwordHit
1163072110459334656,"'@thehill Did you all know that Unborn babies are treated as patients by doctors even though the "" Pro-Choice "" crow… https://t.co/m4BZyB562f')",BuzzwordHit
1163072110459334656,"'@thehill Did you all know that Unborn babies are treated as patients by doctors even though the "" Pro-Choice "" crow… https://t.co/m4BZyB562f')",BuzzwordHit
1163072110459334656,"'@thehill Did you all know that Unborn babies are treated as patients by doctors even though the "" Pro-Choice "" crow… https://t.co/m4BZyB562f')",BuzzwordHit
1163072110459334656,"'@thehill Did you all know that Unborn babies are treated as patients by doctors even though the "" Pro-Choice "" crow… https://t.co/m4BZyB562f')",BuzzwordHit
1163072110459334656,"'@thehill Did you all know that Unborn babies are treated as patients by doctors even though the "" Pro-Choice "" crow… https://t.co/m4BZyB562f')",BuzzwordHit
1163072110459334656,"'@thehill Did you all know that Unborn babies are treated as patients by doctors even though the "" Pro-Choice "" crow… https://t.co/m4BZyB562f')",BuzzwordHit
1163072110459334656,"'@thehill Did you all know that Unborn babies are treated as patients by doctors even though the "" Pro-Choice "" crow… https://t.co/m4BZyB562f')",BuzzwordHit
1163072110459334656,"'@thehill Did you all know that Unborn babies are treated as patients by doctors even though the "" Pro-Choice "" crow… https://t.co/m4BZyB562f')",BuzzwordHit
1163072110459334656,"'@thehill Did you all know that Unborn babies are treated as patients by doctors even though the "" Pro-Choice "" crow… https://t.co/m4BZyB562f')",BuzzwordHit
1163072110459334656,"'@thehill Did you all know that Unborn babies are treated as patients by doctors even though the "" Pro-Choice "" crow… https://t.co/m4BZyB562f')",BuzzwordHit
1163076104988614657,'@thehill Where? \n\nWhy are they silent?'),hmmm889
1163076104988614657,'@thehill Where? \n\nWhy are they silent?'),hmmm889
1163076104988614657,'@thehill Where? \n\nWhy are they silent?'),hmmm889
1163076104988614657,'@thehill Where? \n\nWhy are they silent?'),hmmm889
1163076104988614657,'@thehill Where? \n\nWhy are they silent?'),hmmm889
1163076104988614657,'@thehill Where? \n\nWhy are they silent?'),hmmm889
1163076104988614657,'@thehill Where? \n\nWhy are they silent?'),hmmm889
1163076104988614657,'@thehill Where? \n\nWhy are they silent?'),hmmm889
1163076104988614657,'@thehill Where? \n\nWhy are they silent?'),hmmm889
1163076104988614657,'@thehill Where? \n\nWhy are they silent?'),hmmm889
1163076104988614657,'@thehill Where? \n\nWhy are they silent?'),hmmm889
1163076104988614657,'@thehill Where? \n\nWhy are they silent?'),hmmm889
1163076104988614657,'@thehill Where? \n\nWhy are they silent?'),hmmm889
1163076104988614657,'@thehill Where? \n\nWhy are they silent?'),hmmm889
1163076104988614657,'@thehill Where? \n\nWhy are they silent?'),hmmm889
1163076104988614657,'@thehill Where? \n\nWhy are they silent?'),hmmm889
1163076104988614657,'@thehill Where? \n\nWhy are they silent?'),hmmm889
1163076104988614657,'@thehill Where? \n\nWhy are they silent?'),hmmm889
1163076104988614657,'@thehill Where? \n\nWhy are they silent?'),hmmm889
1163076104988614657,'@thehill Where? \n\nWhy are they silent?'),hmmm889
1163076104988614657,'@thehill Where? \n\nWhy are they silent?'),hmmm889
1163076367090704384,'@thehill https://t.co/p72dnXQYGe'),ASMOKEE1
1163076849787920385,"'RT @BobSmith4152: @thehill ...and I\'m one of them.""\nNever mind that he can\'t go out in public without starting another round of #GaffeOrSym…')",modnar_21
1163077158404853760,'@thehill Agree 100%. Trump and his useless wife and mediocre family.'),lottacontinua16
1163078677002776577,'@azcentral @ejmontini Racism - used in every sentence by the left and urinalism (not mispelled). Completely worn ou… https://t.co/L7ZQ4M8PMP'),desertwalker49
1163081015088357376,'@thehill Trump would consider 38% is exceeding expectations.\nThe strategy is:\nEconomy and White Nationalism will bu… https://t.co/j6F9B3EM8h'),kindomgig
1163081185112842240,'@thehill and then came the bounce back'),CajunMark
1163081290268250114,'@thehill Fake news.'),BigR49
1163081379552342016,'@thehill The people of Iowa owe America an apology for electing this awful person to serve in Congress. It is becau… https://t.co/qjTYkfY8bF'),daghammars
1163081465598554113,'@thehill Unfortunately none are currently in office'),mohanlonsr
1163081465598554113,'@thehill Unfortunately none are currently in office'),mohanlonsr
1163081562499551232,'@thehill And then he screamed fake news and hung up'),HelloWo20323448
1163081698554368000,'@thehill Why was their tour sponsored by a pro Nazi group?'),z_killgrave
1163081733245427712,'@thehill really? Abusing power? Manipulating people? What do you call what YOUR party of HATE is doing? \nBut I know… https://t.co/mL1tqVJEmt'),Keepyourviews
1163081874337611777,'@thehill He is right. Look at the headcount of dead cause by mass murderers using assault rifles as the weapon of c… https://t.co/UEUPDYtjpI'),spiritrider2012
1163081939479232512,'@thehill You guys fan boys,AmendmentOneMgt
1163082061110009856,'@thehill Only rich people wear a corporate shirt to a basketball game @AngelaBelcamino'),GothamConcierge
1163082155305705473,'@thehill This 💩 is TOO sweet!! But.. “drink up tRumpers”,jwoods58
1163082180651884545,"'@thehill ""My teacher doesn\'t like me""\n\nSaid EVERY kid looking to blame their grades &amp; behavior on someone else.')",sleepywizard
1163082375598891008,'@thehill https://t.co/tOlW0cIjyj'),DavidPo63004202
1163082474001522688,'@thehill Lmao.  🤦🏻\u200d♂️'),chad_dawkins
1163082616159047681,"'RT @bbeekk321: @thehill Rep. Mike Quigley: ""I support Israel but I support my two antisemitic colleagues more.""')",SteveKl00655958
1163082699407581184,'@thehill The fact that this is probably controversial speaks volumes to where we are.'),savemejebus0
